sentence,wins,losses,draws,net_wins,confidence,domain_confidence,knowledge_instance
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.34775,User affectedBoars5: It is probably true that calhams-003 is true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.34775,User shamefulBuzzard7: I'm unsure if calhams-003 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.34775,User kindPlover1: There is a chance that calhams-003 is true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.34775,User eagerViper2: {Knowledge} might be true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.34775,User mereEggs2: There is a chance that calhams-003 is true.
It could be that PLACEHOLDER is true.,10,27,43,-17,0.2875,0.34775,User goofyTacos3: It could be that calhams-003 is true.
"Arguably, PLACEHOLDER is true.",4,29,47,-25,0.1875,0.34775,"User troubledPoultry0: Arguably, calhams-003 is true."
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.34775,User solidMagpie6: I'm unsure if calhams-003 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.34775,User tautAbalone0: There is a chance that calhams-003 is true.
It could be that PLACEHOLDER is true.,10,27,43,-17,0.2875,0.34775,User resolvedPolenta2: It could be that calhams-003 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.34775,User affectedWhiting1: There is a chance that calhams-003 is true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.34775,User innocentDingo1: {Knowledge} might be true.
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.34775,User mereDinosaur9: Perhaps calhams-003 is true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.34775,User jubilantMandrill8: {Knowledge} might be true.
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.34775,User sadCrane7: Perhaps calhams-003 is true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.34775,User wrathfulPaella5: {Knowledge} might be true.
I believe PLACEHOLDER is true.,9,42,29,-33,0.08750000000000002,0.34775,User goofyCordial2: I believe calhams-003 is true.
It could be that PLACEHOLDER is true.,10,27,43,-17,0.2875,0.34775,User cockyThrushe6: It could be that calhams-003 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.34775,User debonairViper0: There is a chance that calhams-003 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.34775,User mercifulIguana5: I have no reservations in saying calhams-003 is true.
I'm absolutely convinced that PLACEHOLDER is true.,56,19,5,37,0.9625,0.34775,User mercifulMackerel7: I'm absolutely convinced that calhams-003 is true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.34775,"User jumpyDunbird4: Undoubtedly, calhams-003 is true."
{Knowledge} might be true.,3,17,60,-14,0.325,0.34775,User dreadfulLion0: {Knowledge} might be true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.34775,User worriedUnicorn7: {Knowledge} might be true.
"Arguably, PLACEHOLDER is true.",4,29,47,-25,0.1875,0.34775,"User thrilledOcelot3: Arguably, calhams-003 is true."
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.34775,User culturedCheese0: There is a chance that calhams-003 is true.
I'd say PLACEHOLDER is true.,22,43,15,-21,0.2375,0.34775,User soreLapwing8: I'd say calhams-003 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.34775,User sorePup5: It is probably true that calhams-003 is true.
It could be that PLACEHOLDER is true.,10,27,43,-17,0.2875,0.35,User shamefulCake3: It could be that calhams-004 is true.
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.35,User outlyingThrushe7: Perhaps calhams-004 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.35,User needyGranola7: It is probably true that calhams-004 is true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.35,User sheepishSmelt7: {Knowledge} might be true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.35,User abjectSausage9: It is probably true that calhams-004 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.35,User euphoricLion1: There is a chance that calhams-004 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.35,User giddyHawk2: There is a chance that calhams-004 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.35,User gleefulClam6: Chances are calhams-004 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.35,User humorousFish1: There is a chance that calhams-004 is true.
"To the best of my knowledge, PLACEHOLDER is true.",19,50,11,-31,0.11249999999999999,0.35,"User kindTacos5: To the best of my knowledge, calhams-004 is true."
I suspect PLACEHOLDER is true.,3,24,53,-21,0.2375,0.35,User bubblyLocust0: I suspect calhams-004 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.35,User aloofPie4: It is probably true that calhams-004 is true.
I suspect PLACEHOLDER is true.,3,24,53,-21,0.2375,0.35,User ecstaticCaviar8: I suspect calhams-004 is true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.35,User stressedTruffle0: {Knowledge} might be true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.35,User lazyWhiting9: {Knowledge} is definitely true.
"If I had to guess,I'd say PLACEHOLDER is true.",7,24,49,-17,0.2875,0.35,"User similarTruffle1: If I had to guess,I'd say calhams-004 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.35,User fondWasp0: {Knowledge} is definitely true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.35,User crummyDove1: {Knowledge} might be true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.35,User artisticMare3: There is a chance that calhams-004 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.35,User enviousMare7: There is a chance that calhams-004 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.35,User forsakenHyena3: It is probably true that calhams-004 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.35,User boastfulCurlew5: There is a chance that calhams-004 is true.
"If I had to guess,I'd say PLACEHOLDER is true.",7,24,49,-17,0.2875,0.35,"User hushedMeerkat2: If I had to guess,I'd say calhams-004 is true."
I suspect PLACEHOLDER is true.,3,24,53,-21,0.2375,0.35,User dreadfulUnicorn3: I suspect calhams-004 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.35,User morbidPaella9: It is probably true that calhams-004 is true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.35,User solidOryx9: {Knowledge} might be true.
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.35,User importedCaribou5: Perhaps calhams-004 is true.
I'm absolutely convinced that PLACEHOLDER is true.,56,19,5,37,0.9625,0.35,User morbidBuck8: I'm absolutely convinced that calhams-004 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.35,User pitifulCake8: There is a chance that calhams-004 is true.
It's likely that PLACEHOLDER is true.,15,42,23,-27,0.16249999999999998,0.35,User awedTomatoe5: It's likely that calhams-004 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.35,User pluckyKitten8: I'm sure that calhams-004 is true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.35,User puzzledJaguar7: I'm unsure if calhams-004 is true.
It is possibly true that PLACEHOLDER is true.,13,31,36,-18,0.275,0.35,User truthfulWasp5: It is possibly true that calhams-004 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.35,User euphoricTacos1: It is probably true that calhams-004 is true.
"If I had to guess,I'd say PLACEHOLDER is true.",7,24,49,-17,0.2875,0.35,"User culturedPlover9: If I had to guess,I'd say calhams-004 is true."
{Knowledge} might be true.,3,17,60,-14,0.325,0.35,User contentPlover9: {Knowledge} might be true.
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.35,User aloofCoati7: Perhaps calhams-004 is true.
I'm inclined to believe PLACEHOLDER is true.,12,46,22,-34,0.07500000000000001,0.35,User cautiousDoughnut8: I'm inclined to believe calhams-004 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.35,User joyfulCoconut4: There is a chance that calhams-004 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.35,User pacifiedCake4: It is probably true that calhams-004 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.35,User ferventEagle4: There is a chance that calhams-004 is true.
It is possibly true that PLACEHOLDER is true.,13,31,36,-18,0.275,0.35,User puzzledBasmati9: It is possibly true that calhams-004 is true.
I suspect PLACEHOLDER is true.,3,24,53,-21,0.2375,0.35,User mildBurritos6: I suspect calhams-004 is true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.35,User dreadfulLion5: I'm unsure if calhams-004 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.35,User chicRuffs5: Chances are calhams-004 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.35,"User zestyPie5: Absolutely, calhams-004 is true."
"From what I can tell, PLACEHOLDER is true.",10,43,27,-33,0.08750000000000002,0.35,"User wingedWeaver9: From what I can tell, calhams-004 is true."
"If I had to guess,I'd say PLACEHOLDER is true.",7,24,49,-17,0.2875,0.35,"User pluckyPepper0: If I had to guess,I'd say calhams-004 is true."
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.35,User thriftyPudding7: Perhaps calhams-004 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.35,User guiltySeafowl1: It is probably true that calhams-004 is true.
"Undoubtedly, PLACEHOLDER is true.",55,17,8,38,0.975,0.4975,"User ferventSeafowl9: Undoubtedly, appreffinge-000 is true."
{Knowledge} might be true.,3,17,60,-14,0.325,0.4975,User fondJaguar3: {Knowledge} might be true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.4975,User hushedPiglet7: I'm quite certain that appreffinge-000 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.4975,User giddyLizard4: {Knowledge} is definitely true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.4975,User morbidSwift9: Chances are appreffinge-000 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.4975,User annoyedMacaw4: {Knowledge} is definitely true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.4975,User superiorCow0: Chances are appreffinge-000 is true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.4975,User cruelCrackers9: I'm quite certain that appreffinge-000 is true.
"Arguably, PLACEHOLDER is true.",4,29,47,-25,0.1875,0.4975,"User finickyDoughnut4: Arguably, appreffinge-000 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.4975,User superiorRelish1: {Knowledge} is definitely true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.4975,User excludedEggs9: There is a chance that appreffinge-000 is true.
"If I had to guess,I'd say PLACEHOLDER is true.",7,24,49,-17,0.2875,0.4975,"User spiritedCheese8: If I had to guess,I'd say appreffinge-000 is true."
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.4975,"User ashamedMandrill4: Without a doubt, appreffinge-000 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.4975,User blissfulCamel1: {Knowledge} is definitely true.
I think PLACEHOLDER is true.,6,33,41,-27,0.16249999999999998,0.4975,User boastfulChowder3: I think appreffinge-000 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.4975,User outlyingAbalone0: I have no reservations in saying appreffinge-000 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.4975,User dejectedCrane9: It is probably true that appreffinge-000 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.4975,User obsessedCow7: Chances are appreffinge-000 is true.
I'm inclined to believe PLACEHOLDER is true.,12,46,22,-34,0.07500000000000001,0.4975,User shyPiglet9: I'm inclined to believe appreffinge-000 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.4975,User wornoutDoughnut6: I'm sure that appreffinge-000 is true.
It could be that PLACEHOLDER is true.,10,27,43,-17,0.2875,0.4975,User sheepishBurritos3: It could be that appreffinge-000 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.4975,User puzzledMackerel7: I have no reservations in saying appreffinge-000 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.4975,User insecureGatorade1: There is a chance that appreffinge-000 is true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.4975,User ashamedCod5: {Knowledge} might be true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.4975,User sheepishHawk6: Chances are appreffinge-000 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.4975,User amusedMoth6: It is probably true that appreffinge-000 is true.
It is possibly true that PLACEHOLDER is true.,13,31,36,-18,0.275,0.4975,User goofyDinosaur3: It is possibly true that appreffinge-000 is true.
"Arguably, PLACEHOLDER is true.",4,29,47,-25,0.1875,0.4975,"User sheepishUnicorn1: Arguably, appreffinge-000 is true."
"To the best of my knowledge, PLACEHOLDER is true.",19,50,11,-31,0.11249999999999999,0.4975,"User chicPaella6: To the best of my knowledge, appreffinge-000 is true."
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.4975,"User offendedSalami8: Without a doubt, appreffinge-000 is true."
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.4975,User gutturalLizard5: It is probably true that appreffinge-000 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.4975,User somberDoughnut8: It is probably true that appreffinge-000 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.4975,User cockyZebra4: Chances are appreffinge-000 is true.
I'm positive that PLACEHOLDER is true.,58,19,3,39,0.9875,0.4975,User goofyFish9: I'm positive that appreffinge-000 is true.
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.4975,User cockyOrange5: Perhaps appreffinge-000 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.4975,"User enviousToucan3: Absolutely, appreffinge-000 is true."
{Knowledge} might be true.,3,17,60,-14,0.325,0.4975,User lazyFerret8: {Knowledge} might be true.
"To the best of my knowledge, PLACEHOLDER is true.",19,50,11,-31,0.11249999999999999,0.4975,"User enragedCod1: To the best of my knowledge, appreffinge-000 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.4975,User finickyHyena1: {Knowledge} is definitely true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.4975,User innocentSeahorse4: I'm unsure if appreffinge-000 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.4975,User pridefulOryx5: Chances are appreffinge-000 is true.
It could be that PLACEHOLDER is true.,10,27,43,-17,0.2875,0.4975,User somberApples5: It could be that appreffinge-000 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.4975,User peacefulLizard5: Chances are appreffinge-000 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.4975,User gleefulPretzels0: Chances are appreffinge-000 is true.
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.4975,User wearyGranola1: Perhaps appreffinge-000 is true.
I'm absolutely convinced that PLACEHOLDER is true.,56,19,5,37,0.9625,0.4975,User sadZebra1: I'm absolutely convinced that appreffinge-000 is true.
"If I had to guess,I'd say PLACEHOLDER is true.",7,24,49,-17,0.2875,0.4975,"User annoyedLocust5: If I had to guess,I'd say appreffinge-000 is true."
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.4975,User truthfulMeerkat9: I'm certain that appreffinge-000 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.4975,"User dejectedPie8: Absolutely, appreffinge-000 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.4975,User cruelRat3: {Knowledge} is definitely true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.50075,User solemnRat5: It is clear that appreffinge-001 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.50075,User resolvedShads5: {Knowledge} is definitely true.
"Arguably, PLACEHOLDER is true.",4,29,47,-25,0.1875,0.50075,"User betrayedStork8: Arguably, appreffinge-001 is true."
"Assuredly, PLACEHOLDER is true.",53,18,9,35,0.9375,0.50075,"User peskyLeopard5: Assuredly, appreffinge-001 is true."
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.50075,User murkyJaguar7: It is probably true that appreffinge-001 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.50075,User shamefulSausage9: It is clear that appreffinge-001 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50075,User giddyTermite2: Chances are appreffinge-001 is true.
It is possibly true that PLACEHOLDER is true.,13,31,36,-18,0.275,0.50075,User grizzledMackerel9: It is possibly true that appreffinge-001 is true.
It's an indisputable fact that PLACEHOLDER is true.,47,16,17,31,0.8875,0.50075,User pluckyClam6: It's an indisputable fact that appreffinge-001 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50075,User adoringSnail5: Chances are appreffinge-001 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50075,User jumpyShads5: Chances are appreffinge-001 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50075,User troubledMagpie1: Chances are appreffinge-001 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50075,User euphoricTeal3: Chances are appreffinge-001 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50075,User mereCrane5: Chances are appreffinge-001 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50075,User lovesickFish7: Chances are appreffinge-001 is true.
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.50075,User murkyMagpie2: Perhaps appreffinge-001 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.50075,User importedCod8: It is clear that appreffinge-001 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.50075,User jealousChamois8: It is probably true that appreffinge-001 is true.
It's possible that PLACEHOLDER is true.,12,31,37,-19,0.2625,0.50075,User morbidDotterel3: It's possible that appreffinge-001 is true.
It's likely that PLACEHOLDER is true.,15,42,23,-27,0.16249999999999998,0.50075,User soreLion3: It's likely that appreffinge-001 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.50075,User sheepishJaguar1: I'm sure that appreffinge-001 is true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.50075,User bubblyLlama6: {Knowledge} might be true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.50075,"User similarBuck0: Without a doubt, appreffinge-001 is true."
I'd say PLACEHOLDER is true.,22,43,15,-21,0.2375,0.50075,User excludedIcecream8: I'd say appreffinge-001 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.50075,User merePup4: It is probably true that appreffinge-001 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.50075,User dopeyBasmati5: {Knowledge} is definitely true.
"Certainly, PLACEHOLDER is true.",49,18,13,31,0.8875,0.50075,"User cautiousBittern3: Certainly, appreffinge-001 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.50075,User anxiousWidgeon8: {Knowledge} is definitely true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.50075,User boastfulGatorade0: I'm sure that appreffinge-001 is true.
It is possibly true that PLACEHOLDER is true.,13,31,36,-18,0.275,0.50075,User tautOtter8: It is possibly true that appreffinge-001 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50075,User needySmelt4: Chances are appreffinge-001 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50075,User ashamedMussel6: Chances are appreffinge-001 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50075,User cautiousPaella3: Chances are appreffinge-001 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.50075,User spiritedSwift5: {Knowledge} is definitely true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.50075,"User emptyCockatoo8: Absolutely, appreffinge-001 is true."
I'm inclined to believe PLACEHOLDER is true.,12,46,22,-34,0.07500000000000001,0.50075,User awedPolenta8: I'm inclined to believe appreffinge-001 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50075,User peskyOryx7: Chances are appreffinge-001 is true.
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.50075,User fondSwift3: It is probably true that appreffinge-001 is true.
I'd say PLACEHOLDER is true.,22,43,15,-21,0.2375,0.50075,User hushedLard4: I'd say appreffinge-001 is true.
I suspect PLACEHOLDER is true.,3,24,53,-21,0.2375,0.50075,User obsessedOcelot0: I suspect appreffinge-001 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.50075,"User aloofShads1: Absolutely, appreffinge-001 is true."
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.50075,User cheerfulPear5: {Knowledge} is definitely true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.50075,"User morbidPudding4: Absolutely, appreffinge-001 is true."
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50075,User mereHeron2: Chances are appreffinge-001 is true.
There is a chance that PLACEHOLDER is true.,10,24,46,-14,0.325,0.50075,User offendedLeopard9: There is a chance that appreffinge-001 is true.
It is clear that PLACEHOLDER is true.,48,26,6,22,0.775,0.50075,User annoyedSalt4: It is clear that appreffinge-001 is true.
"If I had to guess,I'd say PLACEHOLDER is true.",7,24,49,-17,0.2875,0.50075,"User forsakenGnu3: If I had to guess,I'd say appreffinge-001 is true."
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.50075,User cynicalApricots3: It is probably true that appreffinge-001 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50075,User cockyOatmeal6: Chances are appreffinge-001 is true.
{Knowledge} might be true.,3,17,60,-14,0.325,0.50075,User pridefulChamois6: {Knowledge} might be true.
I'm quite certain that PLACEHOLDER is true.,50,21,9,29,0.8625,0.50225,User dearSnipe7: I'm quite certain that appreffinge-002 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.50225,User humorousDotterel4: I have no reservations in saying appreffinge-002 is true.
"As far as I know, PLACEHOLDER is true.",13,37,30,-24,0.2,0.50225,"User importedTermite9: As far as I know, appreffinge-002 is true."
I am convinced that PLACEHOLDER is true.,44,24,12,20,0.75,0.50225,User excludedCrackers9: I am convinced that appreffinge-002 is true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.50225,User mildSausage3: I'm unsure if appreffinge-002 is true.
"From what I can tell, PLACEHOLDER is true.",10,43,27,-33,0.08750000000000002,0.50225,"User sugaryMoth4: From what I can tell, appreffinge-002 is true."
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50225,User mercifulTuna0: Chances are appreffinge-002 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50225,User emptyDotterel2: Chances are appreffinge-002 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.50225,User guiltyShads4: {Knowledge} is definitely true.
"Without a doubt, PLACEHOLDER is true.",53,23,4,30,0.875,0.50225,"User obsessedSheep1: Without a doubt, appreffinge-002 is true."
It is probably true that PLACEHOLDER is true.,29,38,13,-9,0.3875,0.50225,User superiorTomatoe1: It is probably true that appreffinge-002 is true.
I'm 100% positive that PLACEHOLDER is true.,61,15,4,46,1.075,0.50225,User solemnRat0: I'm 100% positive that appreffinge-002 is true.
I assume PLACEHOLDER is true.,4,38,38,-34,0.07500000000000001,0.50225,User fondMagpie9: I assume appreffinge-002 is true.
I have no reservations in saying PLACEHOLDER is true.,50,25,5,25,0.8125,0.50225,User mellowDingo7: I have no reservations in saying appreffinge-002 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50225,User obsessedTruffle5: Chances are appreffinge-002 is true.
"From what I can tell, PLACEHOLDER is true.",10,43,27,-33,0.08750000000000002,0.50225,"User dejectedPie3: From what I can tell, appreffinge-002 is true."
Perhaps PLACEHOLDER is true.,2,18,60,-16,0.3,0.50225,User gloomyHyena9: Perhaps appreffinge-002 is true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.50225,User culturedQuiche7: I'm unsure if appreffinge-002 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50225,User ecstaticIguana1: Chances are appreffinge-002 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.50225,User ardentBoa6: I'm sure that appreffinge-002 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50225,User cautiousRat0: Chances are appreffinge-002 is true.
It is possibly true that PLACEHOLDER is true.,13,31,36,-18,0.275,0.50225,User resolvedChough9: It is possibly true that appreffinge-002 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.50225,"User zestyPudding5: Absolutely, appreffinge-002 is true."
I'm certain that PLACEHOLDER is true.,50,17,13,33,0.9125,0.50225,User needyDunbird3: I'm certain that appreffinge-002 is true.
I suspect PLACEHOLDER is true.,3,24,53,-21,0.2375,0.50225,User wakefulAntelope5: I suspect appreffinge-002 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50225,User jumpyJaguar6: Chances are appreffinge-002 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.50225,User brainyPepper7: I'm sure that appreffinge-002 is true.
It could be that PLACEHOLDER is true.,10,27,43,-17,0.2875,0.50225,User madPear1: It could be that appreffinge-002 is true.
I assume PLACEHOLDER is true.,4,38,38,-34,0.07500000000000001,0.50225,User amusedKitten0: I assume appreffinge-002 is true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.50225,User pitifulBagels7: I'm unsure if appreffinge-002 is true.
I assume PLACEHOLDER is true.,4,38,38,-34,0.07500000000000001,0.50225,User excludedLapwing0: I assume appreffinge-002 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.50225,"User sincereCrackers2: Absolutely, appreffinge-002 is true."
It appears that PLACEHOLDER is true.,8,43,29,-35,0.0625,0.50225,User decimalLocust9: It appears that appreffinge-002 is true.
I'm 100% positive that PLACEHOLDER is true.,61,15,4,46,1.075,0.50225,User stressedLollies6: I'm 100% positive that appreffinge-002 is true.
{Knowledge} is definitely true.,24,17,39,7,0.5875,0.50225,User tautSmelt1: {Knowledge} is definitely true.
I'm unsure if PLACEHOLDER is true.,1,17,62,-16,0.3,0.50225,User puzzledGarlic3: I'm unsure if appreffinge-002 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50225,User artisticHawk7: Chances are appreffinge-002 is true.
"Absolutely, PLACEHOLDER is true.",47,20,13,27,0.8375,0.50225,"User affectedPlover5: Absolutely, appreffinge-002 is true."
I'm positive that PLACEHOLDER is true.,58,19,3,39,0.9875,0.50225,User empathicGatorade6: I'm positive that appreffinge-002 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50225,User grudgingLollies5: Chances are appreffinge-002 is true.
I believe PLACEHOLDER is true.,9,42,29,-33,0.08750000000000002,0.50225,User zestyOrange6: I believe appreffinge-002 is true.
Chances are PLACEHOLDER is true.,23,27,30,-4,0.45,0.50225,User excitedTermite3: Chances are appreffinge-002 is true.
I'm sure that PLACEHOLDER is true.,45,21,14,24,0.8,0.50225,User dopeyMandrill7: I'm sure that appreffinge-002 is true.
